"";"position";"rank";"name";"uri";"imageUri";"industry";"country";"revenue";"marketValue";"headquarters";"ceo";"profits";"assets";"state";"thumbnail";"squareImage"
"1764";142;141;"Telefónica";"telefonica";"telefonica";"Telecommunications services";"Spain";57749;43277;"Spain";"José María Álvarez-Pallete López";3720;130373;NA;NA;NA
"1765";555;555;"Telenor";"telenor";"telenor";"Telecommunications services";"Norway";13558;29000;"Norway";"Sigve Brekke";1383;22089;NA;NA;NA
"1766";656;656;"Telia";"telia";"no-pic";"Telecommunications services";"Sweden";9604;18669;"Sweden";"Johan Eric Dennelind";1202;28039;NA;"http://specials-images.forbesimg.com/imageserve/5d979d804223bf0006b7c1d5/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5d979d804223bf0006b7c1d5/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1767";748;747;"Telkom Indonesia";"telkom-indonesia";"telkom-indonesia";"Telecommunications services";"Indonesia";9370;27230;"Indonesia";"Alex Janangkih Sinaga";1326;13750;NA;NA;NA
"1768";399;398;"Telstra";"telstra";"telstra";"Telecommunications services";"Australia";18665;28972;"Australia";"Andrew Richard Penn";2309;30781;NA;NA;NA
"1769";612;612;"Tenaga Nasional";"tenaga-nasional";"tenaga-nasional";"Electric Utilities";"Malaysia";12488;16693;"Malaysia";"Amir Hamzah bin Azizan";923;37192;NA;NA;NA
"1770";955;955;"Tenaris";"tenaris";"tenaris";"Oil Services & Equipment";"Luxembourg";7666;17309;"Luxembourg";"Paolo Rocca";876;14251;NA;NA;NA
"1771";75;74;"Tencent Holdings";"tencent-holdings";"tencent-holdings";"Computer Services";"China";47228;472062;"China";"Ma Huateng";11949;105382;NA;"http://specials-images.forbesimg.com/imageserve/5d5eaccc68cb0a000917cf29/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5d5eaccc68cb0a000917cf29/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1772";1316;1316;"Tenet Healthcare";"tenet-healthcare";"tenet-healthcare";"Healthcare Services";"United States";18313;2410;"Texas";"Ronald A. Rittenmeyer";111;22409;"Texas";NA;NA
"1773";1788;1787;"Tenneco";"tenneco";"tenneco";"Auto & Truck Parts";"United States";11763;2039;"Illinois";"Gregg J. Sherrill";55;13232;"Illinois";NA;NA
"1774";1168;1167;"Terna";"terna";"terna";"Electric Utilities";"Italy";2592;12077;"Italy";"Luigi Ferraris";834;19618;NA;NA;NA
"1775";1140;1140;"Ternium";"ternium";"ternium";"Iron & Steel";"Luxembourg";11547;5263;"Luxembourg";"Máximo Vedoya";1500;12546;NA;NA;NA
"1776";1194;1193;"Terumo";"terumo";"terumo";"Medical Equipment & Supplies";"Japan";5303;21092;"Japan";"Shinjiro Sato";824;10298;NA;NA;NA
"1777";243;243;"Tesco";"tesco";"tesco";"Food Retail";"United Kingdom";84268;31865;"United Kingdom";"David Lewis";1743;65237;NA;NA;NA
"1778";694;694;"Tesla";"tesla";"tesla";"Auto & Truck Manufacturers";"United States";21461;47198;"California";"Elon Reeve Musk";-976;29740;"California";"http://specials-images.forbesimg.com/imageserve/5cd9d32d5218470008b09957/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5cd9d32d5218470008b09957/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1779";751;751;"Teva Pharmaceutical";"teva-pharmaceutical";"teva-pharmaceutical";"Pharmaceuticals";"Israel";18829;15468;"Israel";"Kåre Schultz";-2280;60683;NA;NA;NA
"1780";402;402;"Texas Instruments";"texas-instruments";"texas-instruments";"Semiconductors";"United States";15784;108420;"Texas";"Richard K. K. Templeton";5537;17137;"Texas";NA;NA
"1781";795;795;"Textron";"textron";"textron";"Conglomerates";"United States";13785;12897;"Rhode Island";"Scott C. C. Donnelly";1212;14480;"Rhode Island";NA;NA
"1782";1045;1044;"Thai Beverage";"thai-beverage";"thai-beverage";"Beverages";"Thailand";7944;15280;"Thailand";"Thapana Sirivadhanabhakdi";713;12806;NA;NA;NA
"1783";1996;1996;"Thai Oil";"thai-oil";"thai-oil";"Oil & Gas Operations";"Thailand";12044;4615;"Thailand";"Atikom Terbsiri";314;8260;NA;NA;NA
"1784";503;503;"Thales";"thales";"thales";"Aerospace & Defense";"France";18705;25739;"France";"Patrice Caine";1158;29157;NA;NA;NA
"1785";1988;1988;"Thanachart Capital";"thanachart-capital";"thanachart-capital";"Major Banks";"Thailand";2093;1952;"Thailand";"Suphadej Poonpipat";243;32584;NA;NA;NA
"1786";592;591;"The Estée Lauder Companies";"estee-lauder";"estee-lauder";"Household/Personal Care";"United States";14194;61517;"New York";"Fabrizio Freda";1631;12676;"New York";"http://specials-images.forbesimg.com/imageserve/5ac3e71f31358e4112b6b7b5/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5ac3e71f31358e4112b6b7b5/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1787";222;222;"Thermo Fisher Scientific";"thermo-fisher-scientific";"thermo-fisher-scientific";"Precision Healthcare Equipment";"United States";24358;103903;"Massachusetts";"Marc N. N. Casper";2938;56232;"Massachusetts";NA;NA
"1788";1929;1928;"Thomas Cook Group";"thomas-cook-group";"thomas-cook-group";"Business & Personal Services";"United Kingdom";12882;488;"United Kingdom";"Peter Fankhauser";-219;8566;NA;NA;NA
"1789";1035;1035;"Thomson Reuters";"thomson-reuters";"thomson-reuters";"Printing & Publishing";"Canada";5502;30061;"Canada";"Jim Smith";533;17047;NA;"http://specials-images.forbesimg.com/imageserve/5cd9d422169cc600095f24ad/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5cd9d422169cc600095f24ad/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1790";847;847;"ThyssenKrupp Group";"thyssenkrupp-group";"thyssenkrupp-group";"Conglomerates";"Germany";43315;9533;"Germany";"Guido Kerkhoff";79;40114;NA;"http://specials-images.forbesimg.com/imageserve/5a317de7a7ea430739478eb2/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5a317de7a7ea430739478eb2/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1791";1581;1580;"Tiffany & Co.";"tiffany-co";"tiffany-co";"Specialty Stores";"United States";4442;13006;"New York";"Alessandro Bogliolo";586;5333;"New York";NA;NA
"1792";1588;1588;"Times Property Holdings";"times-property-holdings-ltd";"no-pic";NA;"China";5160;3436;"China";"Chiu Hung Shum";654;18797;NA;NA;NA
"1793";1644;1643;"Tingyi Holding";"tingyi-holding";"tingyi-holding";"Food Processing";"China";9205;9114;"China";"Chun-Hsien Wei";376;7720;NA;NA;NA
"1794";1740;1740;"Toho Bank";"toho-bank";"toho-bank";"Regional Banks";"Japan";644;662;"Japan";"Seishi Kitamura";45;52744;NA;NA;NA
"1795";1141;1141;"Tohoku Electric Power";"tohoku-electric-power";"tohoku-electric-power";"Electric Utilities";"Japan";19683;5997;"Japan";"Makoto Kaiwa";255;38182;NA;NA;NA
"1796";163;163;"Tokio Marine Holdings";"tokio-marine-holdings";"tokio-marine-holdings";"Property & Casualty Insurance";"Japan";47650;35777;"Japan";"Tsuyoshi Nagano";3137;212136;NA;NA;NA
"1797";1154;1154;"Tokyo Century";"tokyo-century";"no-pic";"Rental & Leasing";"Japan";9539;4843;"Japan";"Toshihito Tamba";510;36376;NA;NA;NA
"1798";414;414;"Tokyo Electric Power";"tokyo-electric-power";"tokyo-electric-power";"Electric Utilities";"Japan";56117;8922;"Japan";"Takashi Kawamura";1747;113891;NA;NA;NA
"1799";721;721;"Tokyo Electron";"tokyo-electron";"tokyo-electron";"Semiconductors";"Japan";11908;26002;"Japan";"Toshiki Kawai";2328;10677;NA;"http://specials-images.forbesimg.com/imageserve/5d5f0f2595808800097da309/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5d5f0f2595808800097da309/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1800";844;844;"Tokyo Gas";"tokyo-gas";"tokyo-gas";"Natural Gas Utilities";"Japan";17045;11170;"Japan";"Michiaki Hirose";555;22147;NA;NA;NA
"1801";1779;1778;"Tokyo Kiraboshi Financial Group";"tokyo-kiraboshi-financial-group";"no-pic";"Regional Banks";"Japan";698;445;"Japan";"Takashi Sakamoto";15;49288;NA;NA;NA
"1802";1057;1057;"Tokyu";"tokyu";"tokyu";"Railroads";"Japan";10434;9517;"Japan";"Hirofumi Nomoto";493;21617;NA;NA;NA
"1803";1745;1744;"Tokyu Fudosan";"tokyu-fudosan";"tokyu-fudosan";"Real Estate";"Japan";7621;3958;"Japan";"Yuji Okuma";271;21317;NA;NA;NA
"1804";1652;1651;"Toll Brothers";"toll-brothers";"toll-brothers";"Construction Services";"United States";7331;5724;"Pennsylvania";"Douglas C. Yearley";728;10036;"Pennsylvania";NA;NA
"1805";1930;1928;"Tomony Holdings";"tomony-holdings";"tomony-holdings";"Regional Banks";"Japan";622;593;"Japan";"Takeshi Nakamura";102;35105;NA;NA;NA
"1806";1939;1938;"Tongling Nonferrous Metals";"tongling-nonferrous-metals";"tongling-nonferrous-metals";"Diversified Metals & Mining";"China";12740;4176;"China";"Pei Jin Jiang";107;6844;NA;NA;NA
"1807";1198;1196;"Top Frontier Investment Holdings";"top-frontier-investment-holdings";"top-frontier-investment-holdings";"Oil & Gas Operations";"Philippines";19001;1717;"Philippines";"Ramon S. Ang";181;32394;NA;NA;NA
"1808";1477;1476;"Toppan Printing";"toppan-printing";"toppan-printing";"Printing & Publishing";"Japan";13195;5123;"Japan";"Naoki Adachi";239;19310;NA;NA;NA
"1809";680;680;"Toray Industries";"toray-industries";"toray-industries";"Diversified Chemicals";"Japan";21408;11311;"Japan";"Akihiro Nikkaku";902;25348;NA;NA;NA
"1810";1254;1253;"Torchmark";"torchmark";"torchmark";"Life & Health Insurance";"United States";4352;9789;"Texas";"Gary L. Coleman";713;23096;"Texas";NA;NA
"1811";329;329;"Toshiba";"toshiba";"toshiba";"Electronics";"Japan";34356;17326;"Japan";"Nobuaki Kurumatani";7765;39381;NA;NA;NA
"1812";1637;1637;"Tosoh";"tosoh";"tosoh";"Diversified Chemicals";"Japan";7847;5248;"Japan";"Kenichi Udagawa";690;7943;NA;NA;NA
"1813";25;25;"Total";"total";"total";"Oil & Gas Operations";"France";184202;149486;"France";"Patrick Pouyanné";11401;256762;NA;NA;NA
"1814";1460;1460;"Total System Services";"total-system-services";"total-system-services";"Business & Personal Services";"United States";4028;17836;"Ohio";"M. Troy Woods";576;7469;"Ohio";NA;NA
"1815";873;873;"Towngas";"towngas";"towngas";"Natural Gas Utilities";"Hong Kong";4985;36205;"Hong Kong";"Chan Wing Kin";1188;16948;NA;NA;NA
"1816";1932;1932;"Toyota Boshoku";"toyota-boshoku";"toyota-boshoku";"Auto & Truck Parts";"Japan";12796;3016;"Japan";"Shuhei Toyoda";283;6410;NA;NA;NA
"1817";463;463;"Toyota Industries";"toyota-industries";"toyota-industries";"Auto & Truck Parts";"Japan";19640;17205;"Japan";"Tetsuro Toyoda";1344;46435;NA;NA;NA
"1818";15;15;"Toyota Motor";"toyota-motor";"toyota-motor";"Auto & Truck Manufacturers";"Japan";272144;176602;"Japan";"Takeshi Uchiyamada";17241;465625;NA;"http://specials-images.forbesimg.com/imageserve/5cd9d4dc169cc600095f24b9/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5cd9d4dc169cc600095f24b9/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1819";495;495;"Toyota Tsusho";"toyota-tsusho";"toyota-tsusho";"Trading Companies";"Japan";61031;11558;"Japan";"Ichiro Kashitani";1142;40246;NA;NA;NA
"1820";1322;1321;"Tractor Supply";"tractor-supply";"tractor-supply";"Specialty Stores";"United States";7911;12485;"Tennessee";"Gregory A. Sandfort";532;3187;"Tennessee";NA;NA
"1821";346;346;"TransCanada";"transcanada";"transcanada";"Oil Services & Equipment";"Canada";10257;43249;"Canada";"Russell K. Girling";2856;72426;NA;NA;NA
"1822";1160;1160;"TransDigm Group";"transdigm-group";"transdigm-group";"Aerospace & Defense";"United States";3956;24824;"Ohio";"Kevin M. Stein";821;12389;"Ohio";NA;NA
"1823";387;386;"Transneft";"transneft";"transneft";"Oil Services & Equipment";"Russia";15599;19267;"Russia";"Nikolay Petrovich Tokarev";3571;45980;NA;NA;NA
"1824";1294;1294;"Transurban Group";"transurban-group";"transurban-group";"Other Transportation";"Australia";2778;25236;"Australia";"Louis Scott Charlton";206;23374;NA;NA;NA
"1825";226;226;"Travelers";"travelers";"travelers";"Property & Casualty Insurance";"United States";30283;36386;"New York";"Alan D. D. Schnitzer";2504;105146;"New York";NA;NA
"1826";1034;1034;"Turkish Airlines";"turkish-airlines";"turkish-airlines";"Airline";"Turkey";12959;3407;"Turkey";"Bilal Eksi";834;20503;NA;NA;NA
"1827";1100;1100;"Twitter";"twitter";"twitter";NA;"United States";3042;26416;"California";"Jack Dorsey";1206;10167;"California";NA;NA
"1828";354;354;"Tyson Foods";"tyson-foods";"tyson-foods";"Food Processing";"United States";40006;26329;"Arkansas";"Noel W. White";1944;32335;"Arkansas";"http://specials-images.forbesimg.com/imageserve/5b90084fa7ea434b99d56615/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5b90084fa7ea434b99d56615/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1829";1181;1181;"UBI Banca";"ubi-banca";"ubi-banca";"Regional Banks";"Italy";5590;3602;"Italy";"Letizia Maria Brichetto Arnaboldi Moratti";502;143244;NA;NA;NA
"1830";95;95;"UBS";"ubs";"ubs";"Major Banks";"Switzerland";42904;48964;"Switzerland";"Sergio P. Ermotti";4840;958489;NA;NA;NA
"1831";1183;1182;"UCB";"ucb";"ucb";"Pharmaceuticals";"Belgium";5465;14932;"Belgium";"Jean-Christophe Tellier";933;12019;NA;NA;NA
"1832";1567;1567;"UGI";"ugi";"ugi";"Natural Gas Utilities";"United States";7733;9142;"Pennsylvania";"John L. Walsh";417;12368;"Pennsylvania";NA;NA
"1833";709;709;"UPM-Kymmene";"upm-kymmene";"upm-kymmene";"Paper & Paper Products";"Finland";12366;15243;"Finland";"Jussi Pesonen";1765;16000;NA;NA;NA
"1834";103;103;"US Bancorp";"us-bancorp";"us-bancorp";"Major Banks";"United States";25703;81885;"Minnesota";"Andrew J. Cecere";7098;475775;"Minnesota";NA;NA
"1835";1338;1337;"US Foods";"us-foods";"us-foods";"Food Retail";"United States";24175;7750;"Illinois";"Pietro Satriano";407;9186;"Illinois";NA;NA
"1836";1210;1209;"US Steel";"us-steel";"us-steel";"Iron & Steel";"United States";14193;2846;"Pennsylvania";"David B. B. Burritt";1115;10982;"Pennsylvania";NA;NA
"1837";1144;1144;"Ulta Beauty";"ulta-beauty";"ulta-beauty";"Specialty Stores";"United States";6717;20633;"Illinois";"Mary N. Dillon";659;3279;"Illinois";NA;NA
"1838";1638;1637;"Ultrapar Participacoes";"ultrapar-participacoes";"ultrapar-participacoes";"Oil & Gas Operations";"Brazil";24806;6225;"Brazil";"Frederico Fleury Curado";315;7869;NA;NA;NA
"1839";1274;1274;"Umicore";"umicore";"umicore";"Diversified Metals & Mining";"Belgium";16182;11776;"Belgium";"Marc Grynberg";374;7010;NA;NA;NA
"1840";983;983;"Uni-President";"uni-president";"uni-president";"Food Processing";"Taiwan";14308;13100;"Taiwan";"Jung Lung Hou";578;13246;NA;NA;NA
"1841";156;156;"UniCredit";"unicredit";"unicredit";"Regional Banks";"Italy";31080;32042;"Italy";"Jean Pierre Mustier";4482;950493;NA;NA;NA
"1842";639;638;"Unibail-Rodamco";"unibail-rodamco";"unibail-rodamco";"Real Estate";"Netherlands";3225;40261;"Netherlands";"Christophe Cuvillier";1216;73764;NA;NA;NA
"1843";1682;1681;"Unicaja Banco";"unicaja-banco";"no-pic";"Major Banks";"Spain";1994;1843;"Spain";"Enrique Sánchez del Villar Boceta";180,2;65736;NA;NA;NA
"1844";1269;1268;"Unicharm";"unicharm";"unicharm";"Household/Personal Care";"Japan";6232;19423;"Japan";"Takahisa Takahara";556;7250;NA;NA;NA
"1845";106;106;"Unilever";"unilever";"unilever";"Household/Personal Care";"Netherlands";60146;153638;"Netherlands";"Alan Jope";11077;67967;NA;NA;NA
"1846";1445;1445;"Union Bank of India";"union-bank-of-india";"union-bank-of-india";"Regional Banks";"India";5960;1528;"India";"Rajkiran Rai G.";-809;75718;NA;NA;NA
"1847";188;188;"Union Pacific";"union-pacific";"union-pacific";"Railroads";"United States";22832;125620;"Nebraska";"Lance M. M. Fritz";5966;59648;"Nebraska";NA;NA
"1848";710;710;"Uniper";"uniper";"uniper";"Electric Utilities";"Germany";92228;11192;"Germany";"Klaus Schäfer";-533;65931;NA;NA;NA
"1849";750;750;"Unipol Gruppo";"unipol-gruppo";"unipol-gruppo";"Diversified Insurance";"Italy";16404;3692;"Italy";"Carlo Cimbri";833;87564;NA;NA;NA
"1850";1608;1607;"Uniqa";"uniqa";"uniqa";"Diversified Insurance";"Austria";6698;3282;"Austria";"Andreas Brandstetter";287;32433;NA;NA;NA
"1851";1882;1882;"Unisplendour";"unisplendour";"unisplendour";"Computer Hardware";"China";7264;9641;"China";"Xu Fang Kang";257;7073;NA;NA;NA
"1852";1895;1895;"United Aircraft";"united-aircraft";"no-pic";"Aerospace & Defense";"Russia";7682;5069;"Russia";"Yury Borisovich Slyusar";-23;17184;NA;NA;NA
"1853";306;306;"United Continental Holdings";"united-continental-holdings";"united-continental-holdings";"Airline";"United States";41860;23330;"Illinois";"Oscar Munoz";2274;50639;"Illinois";NA;NA
"1854";1876;1876;"United Natural Foods,";"united-natural-foods";"no-pic";"Food Retail";"United States";14258;658;"Rhode Island";"Steven L Spinner";-276;7398;"Rhode Island";NA;NA
"1855";307;307;"United Overseas Bank";"united-overseas-bank";"united-overseas-bank";"Regional Banks";"Singapore";10651;32923;"Singapore";"Wee Ee Cheong";2970;284734;NA;"http://specials-images.forbesimg.com/imageserve/5d601b0868cb0a000917ef4b/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5d601b0868cb0a000917ef4b/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1856";160;159;"United Parcel Service";"united-parcel-service";"united-parcel-service";"Air Courier";"United States";71911;98268;"Georgia";"David P. P. Abney";4791;50016;"Georgia";"http://specials-images.forbesimg.com/imageserve/5c13d3eb31358e5b4339c5eb/280x425.jpg?fit=scale&background=000000";"//specials-images.forbesimg.com/imageserve/5c13d3eb31358e5b4339c5eb/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416"
"1857";911;911;"United Rentals";"united-rentals";"united-rentals";"Rental & Leasing";"United States";8430;10716;"Connecticut";"Michael J. Kneeland";1088;18586;"Connecticut";NA;NA
"1858";78;78;"United Technologies";"united-technologies";"united-technologies";"Conglomerates";"United States";66485;118140;"Connecticut";NA;5269;134211;"Connecticut";NA;NA
"1859";1819;1819;"United Utilities";"united-utilities";"united-utilities";"Diversified Utilities";"United Kingdom";2387;7278;"United Kingdom";"Steven Lewis Mogford";497;16805;NA;NA;NA
"1860";32;32;"UnitedHealth Group";"unitedhealth-group";"unitedhealth-group";"Managed Health Care";"United States";231367;212778;"Minnesota";"David S. Scott Wichmann";12617;161197;"Minnesota";NA;NA
"1861";1754;1754;"Universal Entertainment";"universal-entertainment";"no-pic";NA;"Japan";844;2553;"Japan";"Hajime Tokuda";1459;4655;NA;NA;NA
"1862";1071;1071;"Universal Health";"universal-health";"universal-health";"Healthcare Services";"United States";10772;11343;"Pennsylvania";"Alan B. Miller";779;11265;"Pennsylvania";NA;NA
"1863";872;872;"Unum";"unum";"unum";"Life & Health Insurance";"United States";11615;7766;"Tennessee";"Richard McKenney";523;62613;"Tennessee";NA;NA
"1864";1906;1904;"VEON";"veon";"veon";"Telecommunications services";"Netherlands";9067;4128;"Netherlands";"Ursula M. Burns";-693;14097;NA;NA;NA
"1865";707;707;"VF";"vf";"vf";"Apparel/Accessories";"United States";13612;37800;"Colorado";"Steven E. Rendle";1384;10284;"Colorado";NA;NA
"1866";1917;1916;"VICI Properties";"vici-properties";"no-pic";"Real Estate";"United States";898;8873;"New York";"Edward Baltazar Pitoniak";524;11333;"New York";NA;NA
"1867";161;159;"VINCI";"vinci";"vinci";"Construction Services";"France";52088;55821;"France";"Xavier Huillard";3519;86144;NA;NA;NA
"1868";598;598;"VMware";"vmware";"vmware";"Software & Programming";"United States";8973;77200;"California";"Pat P. Gelsinger";2422;14662;"California";NA;NA
"1869";472;471;"VTB Bank";"vtb-bank";"vtb-bank";"Regional Banks";"Russia";23649;7296;"Russia";"Andrey Leonidovich Kostin";2762;212773;NA;NA;NA
